"StateName","Year","ChildPopulation","ScreenInCount","ScreenInPercent","ScreenOutCount","ScreenOutPercent","ReferralCount","refProp","varProp","refRate","varRate"
"texas",2007,6623366,166584,82.5,35431,17.5,202015,0.0305003528417424,4.46450963426627e-09,30.5003528417424,0.00446450963426627
"texas",2008,6725771,169628,82.8,35288,17.2,204916,0.0304672876908833,4.39191760641929e-09,30.4672876908833,0.00439191760641929
"texas",2009,6895969,170576,83.6,33527,16.4,204103,0.0295974358353409,4.1649589241648e-09,29.5974358353409,0.0041649589241648
"texas",2010,6895969,175168,84.2,32797,15.8,207965,0.0301574731556943,4.2413183656362e-09,30.1574731556943,0.0042413183656362
"texas",2011,6960738,178605,84.3,33344,15.7,211949,0.0304492138620934,4.24122546162115e-09,30.4492138620934,0.00424122546162115
"utah",2007,816822,20386,62.9,12038,37.1,32424,0.0396953069334567,4.6668171940662e-08,39.6953069334567,0.046668171940662
"utah",2008,849635,19922,63,11684,37,31606,0.0371995033161299,4.21542194814987e-08,37.1995033161299,0.0421542194814987
"utah",2009,868824,20534,64.2,11439,35.8,31973,0.0368003185915675,4.07977394076667e-08,36.8003185915675,0.0407977394076667
"utah",2010,868824,20043,63.2,11650,36.8,31693,0.0364780438846072,4.04539886086939e-08,36.4780438846072,0.0404539886086939
"utah",2011,880309,18821,56.4,14566,43.6,33387,0.0379264553696486,4.14491267870062e-08,37.9264553696486,0.0414491267870062
"vermont",2007,131353,2564,20.8,9763,79.2,12327,0.0938463529572983,6.47409766003917e-07,93.8463529572983,0.647409766003917
"vermont",2008,128930,2359,19,10064,81,12423,0.0963546110292407,6.75330799368994e-07,96.3546110292407,0.675330799368994
"vermont",2009,126275,3215,24.4,9950,75.6,13165,0.10425658285488,7.39553734201574e-07,104.25658285488,0.739553734201574
"vermont",2010,126275,3795,26.6,10483,73.4,14278,0.113070679073451,7.94184918687939e-07,113.070679073451,0.794184918687939
"vermont",2011,126018,3385,24.4,10499,75.6,13884,0.110174736942342,7.77954453189444e-07,110.174736942342,0.777954453189444
"virginia",2007,1826179,30196,52,27864,48,58060,0.0317931593781332,1.68561539667743e-08,31.7931593781332,0.0168561539667743
"virginia",2008,1823201,28969,50.2,28715,49.8,57684,0.0316388593468301,1.68044236077435e-08,31.6388593468301,0.0168044236077435
"virginia",2009,1847182,30364,50.6,29631,49.4,59995,0.0324792034569414,1.70120241534099e-08,32.4792034569414,0.0170120241534099
"virginia",2010,1847182,33996,52.5,30743,47.5,64739,0.035047439829968,1.83084919576592e-08,35.047439829968,0.0183084919576592
