Month,Zip,ReferralsAll,NoDispositions,ScreenOuts,Assessments,InvestigationsOutOfHome,InvestigationsInHome,InvestigationsWithAtLeast1ChildAge5OrYounger,InvestigationsConfirmed,ChildrenConfirmed,ChildrenRemoved
2010/05,73131,3,,1,2,,,,,,
2010/05,73132,26,,15,6,,5,2,1,1,1
2010/05,73134,6,,3,1,1,1,1,,,
2010/05,73135,44,,20,13,3,8,6,1,1,
2010/05,73139,22,,9,10,,3,2,,,
2010/05,73141,2,,1,1,,,,,,
2010/05,73142,10,,7,1,,2,1,1,1,1
2010/05,73145,3,,2,,,1,,1,1,
2010/05,73146,1,,1,,,,,,,
2010/05,73149,13,,4,7,,2,1,2,2,
2010/05,73150,3,,2,,,1,,,,
2010/05,73159,39,,21,12,,6,5,1,1,1
2010/05,73160,75,,35,28,1,11,3,1,3,3
2010/05,73162,18,,11,6,1,,,,,
2010/05,73165,3,,2,,,1,,,,
2010/05,73169,1,,1,,,,,,,
2010/05,73170,27,,16,8,,3,2,,,
2010/05,73179,3,,,2,,1,1,,,
2010/05,74857,4,,1,2,,1,,1,2,
2010/06,73003,19,,9,6,1,3,1,2,4,4
2010/06,73008,15,,10,3,,2,2,,,
2010/06,73012,15,,8,5,1,1,1,1,1,
2010/06,73013,32,,21,5,3,3,2,,,
2010/06,73020,18,,8,4,2,4,2,,,
2010/06,73025,2,,,1,,1,,1,1,2
2010/06,73034,20,,10,7,,3,2,2,6,
2010/06,73036,26,,14,6,,6,3,3,5,3
2010/06,73045,12,,6,5,,1,1,,,
2010/06,73049,3,,1,,1,1,,,,
2010/06,73054,4,,3,1,,,,,,
2010/06,73064,19,,11,5,1,2,1,1,4,
2010/06,73071,46,,20,12,2,12,9,6,10,6
2010/06,73072,21,,15,4,,2,1,1,6,
2010/06,73084,12,,6,1,,5,5,1,4,4
2010/06,73102,1,,,,,1,1,1,1,1
2010/06,73103,4,,2,2,,,,,,
2010/06,73104,2,,1,1,,,,,,
2010/06,73105,8,,4,2,,2,2,1,1,1
2010/06,73106,23,,12,7,,4,2,2,6,7
2010/06,73107,42,,21,9,1,11,7,3,3,3
2010/06,73108,17,,10,5,,2,1,,,
2010/06,73109,37,,18,12,1,6,3,5,12,3
2010/06,73110,42,,19,11,4,8,5,4,5,1
2010/06,73111,22,,10,4,1,7,4,1,1,1
2010/06,73112,27,,14,2,,11,11,5,9,4
2010/06,73114,46,,20,14,1,11,7,8,12,7
2010/06,73115,40,,23,11,,6,3,3,6,
2010/06,73116,6,,1,5,,,,,,
2010/06,73117,7,,2,3,,2,,,,
2010/06,73118,13,,8,1,,4,2,2,2,5
2010/06,73119,69,,38,13,3,15,7,3,3,4
2010/06,73120,28,,9,12,,7,7,1,1,1
2010/06,73121,3,,1,2,,,,,,
2010/06,73122,17,,10,2,,5,3,3,7,
2010/06,73127,38,,13,14,,11,7,5,7,1
2010/06,73128,6,,5,,,1,1,,,
2010/06,73129,54,,35,13,,6,6,2,3,3
2010/06,73130,20,,15,3,1,1,1,1,3,3
2010/06,73131,2,,2,,,,,,,
2010/06,73132,29,,13,10,,6,5,4,7,5
2010/06,73134,4,,1,1,1,1,,1,1,
2010/06,73135,32,,15,6,1,10,6,4,7,5
2010/06,73139,10,,7,1,1,1,1,1,1,
2010/06,73141,4,,2,1,,1,1,,,
2010/06,73142,4,,4,,,,,,,
2010/06,73145,8,,5,1,,2,1,1,2,
2010/06,73149,12,,5,4,,3,1,,,
2010/06,73150,3,,2,1,,,,,,
2010/06,73154,1,,1,,,,,,,
2010/06,73159,23,,18,2,,3,3,2,7,7
2010/06,73160,57,,28,15,2,12,11,3,4,4
2010/06,73162,16,,11,4,,1,,,,
2010/06,73165,2,,,1,,1,,1,3,
2010/06,73170,15,,11,4,,,,,,
2010/06,73179,1,,,1,,,,,,
2010/06,74857,2,,1,,,1,,1,3,
2010/07,73003,26,,14,7,3,2,2,1,1,1
2010/07,73007,2,,2,,,,,,,
2010/07,73008,25,,16,5,,4,3,3,3,3
2010/07,73012,11,,7,,1,3,1,1,3,4
2010/07,73013,25,,12,8,1,4,2,2,2,2
2010/07,73020,11,,2,5,1,3,3,1,2,2
2010/07,73025,4,,3,1,,,,,,
2010/07,73034,36,,20,12,,4,4,1,1,
2010/07,73036,23,,12,3,1,7,4,4,7,5
2010/07,73045,13,,7,3,,3,3,1,1,1
2010/07,73049,6,,4,2,,,,,,
2010/07,73054,5,,2,2,,1,1,,,
2010/07,73064,23,,13,3,,7,5,1,4,
2010/07,73066,1,,1,,,,,,,
2010/07,73071,38,,23,6,,9,6,3,7,3
2010/07,73072,27,,15,9,,3,3,1,1,1
2010/07,73084,10,,7,,1,2,2,1,2,
2010/07,73102,1,,1,,,,,,,
2010/07,73103,2,,1,,,1,,1,2,
2010/07,73104,3,,3,,,,,,,
2010/07,73105,12,,5,6,,1,,,,
2010/07,73106,25,,12,5,,8,4,6,9,7
2010/07,73107,43,,22,11,2,8,6,8,11,9
2010/07,73108,32,,16,9,,7,6,3,3,3
2010/07,73109,32,,14,11,1,6,5,5,6,3
2010/07,73110,50,,21,15,3,11,7,7,9,2
2010/07,73111,28,,16,7,2,3,1,2,4,3
2010/07,73112,24,,14,7,,3,3,2,3,3
2010/07,73114,19,,8,7,1,3,1,1,4,3
2010/07,73115,31,,16,7,2,6,4,2,7,4
2010/07,73116,1,,1,,,,,,,
2010/07,73117,11,,5,2,1,3,2,,,
2010/07,73118,10,,3,6,,1,1,,,
2010/07,73119,61,,26,12,2,21,14,9,18,9
2010/07,73120,31,,14,9,1,7,4,5,7,3
2010/07,73121,5,,1,2,,2,2,2,2,2
2010/07,73122,11,,5,4,,2,1,1,1,1
2010/07,73127,51,,29,14,,8,5,5,10,3
2010/07,73128,3,,2,,,1,1,1,5,
2010/07,73129,48,,22,19,,7,6,3,5,
2010/07,73130,18,,9,3,,6,3,2,2,
2010/07,73131,3,,,1,,2,1,,,
2010/07,73132,32,,18,6,1,7,4,3,6,1
2010/07,73134,8,,5,3,,,,,,
2010/07,73135,37,,23,5,1,8,5,3,10,1
2010/07,73139,21,,9,10,,2,2,1,1,1
2010/07,73141,6,,3,1,2,,,,,
2010/07,73142,5,,1,4,,,,,,
2010/07,73143,1,,,,,1,,,,
2010/07,73145,8,,3,5,,,,,,
2010/07,73149,13,,7,3,1,2,2,,,
2010/07,73150,5,,4,,1,,,,,
2010/07,73157,1,,1,,,,,,,
2010/07,73159,43,,22,11,,10,7,4,4,3
2010/07,73160,52,,25,19,1,7,6,,,1
2010/07,73162,17,,12,2,1,2,1,2,3,1
2010/07,73165,7,,6,,,1,1,,,
2010/07,73169,5,,4,1,,,,,,
2010/07,73170,25,,14,10,,1,,1,3,
2010/07,73173,1,,1,,,,,,,
2010/07,73179,3,,1,,1,1,1,1,1,1
2010/07,74857,8,,,7,,1,,1,2,2
2010/08,73003,16,,9,7,,,,,,
2010/08,73007,4,,1,2,,1,1,,,
2010/08,73008,15,,6,4,2,3,2,3,6,2
2010/08,73012,10,,5,2,1,2,1,2,2,1
2010/08,73013,15,,8,3,3,1,,,,
2010/08,73020,25,,11,11,1,2,1,2,3,2
2010/08,73025,5,,4,1,,,,,,
2010/08,73034,24,,11,4,1,8,7,5,8,1
2010/08,73036,34,,14,15,,5,4,1,1,
2010/08,73045,7,,2,3,,2,1,1,4,
2010/08,73049,6,,5,,,1,,,,
2010/08,73054,4,,3,1,,,,,,
2010/08,73064,26,,20,5,,1,,,,
2010/08,73066,1,,1,,,,,,,
2010/08,73071,56,,25,21,4,6,4,3,4,4
2010/08,73072,18,,14,1,,3,2,2,6,6
2010/08,73084,11,,5,4,,2,2,1,2,
2010/08,73102,3,,2,,1,,,,,
2010/08,73103,6,,4,1,,1,1,1,1,1
2010/08,73104,4,,2,1,,1,1,1,1,1
2010/08,73105,18,,10,3,1,4,3,2,6,5
2010/08,73106,19,,15,2,,2,1,,,
2010/08,73107,28,,14,7,,7,5,3,3,
2010/08,73108,28,,12,10,,6,4,2,5,3
2010/08,73109,54,,29,10,,15,8,5,12,11
2010/08,73110,59,,37,11,,11,7,6,11,9
2010/08,73111,34,,18,8,,8,7,7,16,13
2010/08,73112,38,,17,13,,8,7,4,7,6
2010/08,73113,1,,1,,,,,,,
2010/08,73114,46,,21,14,2,9,6,4,11,9
2010/08,73115,33,,18,7,1,7,6,4,5,3
2010/08,73117,14,,8,1,,5,4,,,1
2010/08,73118,27,,14,7,,6,4,1,1,1
2010/08,73119,60,,29,13,1,17,12,6,8,6
2010/08,73120,30,,16,10,1,3,1,,,
2010/08,73121,4,,1,1,1,1,,,,
2010/08,73122,16,,7,5,,4,3,2,3,1
2010/08,73127,49,,26,13,,10,9,3,9,1
2010/08,73128,9,,6,1,,2,2,,,
2010/08,73129,71,,29,31,1,10,9,5,11,4
2010/08,73130,32,,14,8,2,8,4,1,1,1
2010/08,73132,36,,20,6,,10,7,3,10,9
2010/08,73134,2,,2,,,,,,,
2010/08,73135,39,,16,12,2,9,6,3,7,
2010/08,73139,32,,21,5,,6,5,1,2,2
2010/08,73141,8,,5,2,,1,,,,
2010/08,73142,3,,1,2,,,,,,
2010/08,73143,2,,2,,,,,,,
2010/08,73145,4,,1,3,,,,,,
2010/08,73149,12,,4,3,,5,5,2,6,6
2010/08,73151,2,,1,1,,,,,,
2010/08,73159,39,,25,10,,4,1,2,2,
2010/08,73160,64,,33,21,3,7,6,2,2,1
2010/08,73162,8,,4,3,,1,1,,,
2010/08,73165,7,,3,2,,2,2,1,4,4
2010/08,73169,7,,2,4,,1,,1,1,
2010/08,73170,20,,11,8,,1,1,,,
2010/08,73179,1,,,,,1,,,,
2010/08,74857,14,,5,8,,1,1,,,
2010/09,73003,19,,13,4,,2,2,2,3,
2010/09,73008,24,,17,4,,3,2,2,4,4
2010/09,73012,11,,6,4,,1,1,,,
2010/09,73013,38,,22,9,2,5,2,2,3,2
2010/09,73020,23,,9,7,2,5,1,1,1,
2010/09,73025,2,,2,,,,,,,
2010/09,73034,26,,17,6,,3,2,1,4,
2010/09,73036,21,,9,6,2,4,2,1,3,3
2010/09,73045,12,,4,4,1,3,2,1,1,
2010/09,73049,6,,,6,,,,,,
2010/09,73054,5,,1,3,,1,,,,
2010/09,73064,29,,14,9,2,4,3,2,5,4
2010/09,73066,1,,1,,,,,,,
2010/09,73071,46,,22,18,1,5,4,2,2,2
2010/09,73072,30,,14,8,,8,6,5,12,9
2010/09,73084,10,,3,5,,2,1,1,1,2
2010/09,73102,1,,1,,,,,,,
2010/09,73103,1,,,,,1,,1,1,
2010/09,73104,1,,,1,,,,,,
2010/09,73105,4,,1,3,,,,,,
2010/09,73106,26,,11,6,1,8,7,3,6,1
2010/09,73107,27,,11,11,1,4,4,3,7,7
2010/09,73108,29,,16,6,,7,4,2,4,4
2010/09,73109,44,,30,5,2,7,1,3,6,4
2010/09,73110,56,,19,24,3,10,5,5,10,
2010/09,73111,30,,14,7,1,8,6,6,17,4
2010/09,73112,47,,29,8,,10,7,6,13,11
2010/09,73114,40,,24,6,4,6,4,3,5,7
2010/09,73115,18,,8,3,,7,6,4,7,3
2010/09,73116,4,,,3,,1,,,,
2010/09,73117,14,,8,3,,3,3,,,
2010/09,73118,9,,3,5,,1,1,,,
2010/09,73119,59,,31,12,2,14,8,5,7,3
2010/09,73120,35,,12,15,2,6,5,5,6,2
2010/09,73121,5,,3,1,1,,,,,
2010/09,73122,14,,7,4,,3,3,,,
2010/09,73127,62,,34,21,,7,5,4,5,3
2010/09,73128,7,,2,4,,1,1,,,
2010/09,73129,46,,24,13,1,8,6,4,9,8
2010/09,73130,24,,11,5,1,7,4,5,6,4
2010/09,73132,27,,13,8,,6,5,3,5,5
2010/09,73134,3,,1,,,2,1,1,2,
2010/09,73135,43,,23,11,2,7,6,3,3,1
2010/09,73139,27,,15,6,2,4,4,,,
2010/09,73141,3,,,2,,1,1,1,1,1
2010/09,73142,10,,5,4,,1,1,1,1,
2010/09,73145,4,,2,2,,,,,,
2010/09,73149,9,,6,2,,1,,,,
2010/09,73150,3,,1,,1,1,,,,
2010/09,73151,1,,1,,,,,,,
2010/09,73155,1,,1,,,,,,,
2010/09,73157,1,,,,,1,1,,,
2010/09,73159,37,,24,7,2,4,3,,,
2010/09,73160,77,,48,18,3,8,7,3,8,3
2010/09,73162,11,,5,4,1,1,1,,,
2010/09,73165,1,,1,,,,,,,
2010/09,73169,2,,1,,,1,,,,
2010/09,73170,22,,15,6,,1,1,,,
2010/09,73179,3,,2,,,1,,,,
2010/09,74857,21,,12,7,1,1,,1,1,1
2010/10,73003,19,,12,3,,4,3,4,8,5
2010/10,73008,24,,15,4,,5,5,3,6,4
2010/10,73012,13,,10,1,1,1,,,,
2010/10,73013,35,,17,14,,4,2,,,
2010/10,73020,16,,10,3,1,2,1,1,1,
2010/10,73025,4,,3,1,,,,,,
2010/10,73034,28,,12,7,,9,6,4,8,4
2010/10,73036,35,,16,10,,9,4,7,11,7
2010/10,73045,20,,10,8,,2,,,,
2010/10,73049,8,,3,4,,1,,,,
2010/10,73054,1,,1,,,,,,,
2010/10,73064,19,,8,8,1,2,1,1,1,
2010/10,73066,1,,,1,,,,,,
2010/10,73071,50,,19,21,3,7,7,5,13,5
2010/10,73072,20,,10,8,,2,2,1,1,
2010/10,73084,11,,6,4,,1,,1,1,1
2010/10,73102,7,,5,1,,1,,,,1
2010/10,73103,3,,3,,,,,,,
2010/10,73104,2,,2,,,,,,,
2010/10,73105,6,,3,3,,,,,,
2010/10,73106,26,,14,9,,3,3,1,2,2
2010/10,73107,42,,20,15,,7,3,1,1,1
2010/10,73108,39,,22,8,,9,5,6,14,5
2010/10,73109,42,,23,11,1,7,4,1,3,3
2010/10,73110,51,,23,19,3,6,3,2,3,2
2010/10,73111,24,,12,8,,4,4,3,3,1
2010/10,73112,36,,19,11,,6,2,3,5,4
2010/10,73114,49,,26,10,1,12,5,6,8,5
2010/10,73115,30,,18,7,1,4,2,,,1
2010/10,73116,1,,1,,,,,,,
2010/10,73117,18,,10,5,1,2,1,2,3,3
2010/10,73118,20,,13,4,,3,2,2,2,1
2010/10,73119,67,,32,21,,14,6,5,8,3
2010/10,73120,26,,11,10,2,3,1,1,1,
2010/10,73121,4,,1,2,1,,,,,
2010/10,73122,19,,6,5,,8,4,2,2,1
2010/10,73127,39,,16,14,1,8,5,3,5,1
2010/10,73128,9,,6,1,,2,1,1,3,3
2010/10,73129,52,,23,17,1,11,7,8,17,11
2010/10,73130,24,,13,5,2,4,2,2,5,1
2010/10,73131,2,,2,,,,,,,
2010/10,73132,31,,15,12,1,3,3,2,4,4
2010/10,73134,4,,2,1,,1,,1,1,1
2010/10,73135,29,,10,11,1,7,5,6,16,12
2010/10,73137,1,,1,,,,,,,
2010/10,73139,34,,12,14,1,7,6,2,2,5
2010/10,73141,5,,2,2,1,,,,,
2010/10,73142,9,,5,2,,2,,,,
2010/10,73145,5,,2,2,,1,1,,,
2010/10,73149,7,,4,3,,,,,,
2010/10,73150,3,,2,1,,,,,,
2010/10,73157,1,,,1,,,,,,
2010/10,73159,24,,19,4,1,,,,,
2010/10,73160,63,,43,18,1,1,,,,
2010/10,73162,15,,5,8,1,1,,,,
2010/10,73165,7,,5,1,,1,1,1,3,3
2010/10,73169,5,,3,2,,,,,,
2010/10,73170,19,,14,4,1,,,,,
2010/10,73173,1,,,1,,,,,,
2010/10,73179,3,,3,,,,,,,
2010/10,74857,6,,2,3,,1,1,,,
2010/11,73003,17,,10,5,,2,1,,,
2010/11,73007,1,,1,,,,,,,
2010/11,73008,20,,11,3,2,4,2,4,8,4
2010/11,73012,9,,3,3,1,2,2,,,
2010/11,73013,37,,17,13,1,6,2,,,
2010/11,73020,17,,13,3,,1,,,,
2010/11,73025,1,,1,,,,,,,
2010/11,73034,28,,16,9,,3,3,2,5,1
2010/11,73036,20,,6,6,,8,5,5,8,3
2010/11,73045,11,,5,5,,1,1,,,
2010/11,73049,5,,3,2,,,,,,
2010/11,73054,3,,2,,,1,1,,,
2010/11,73064,22,,9,9,1,3,3,1,2,
2010/11,73071,51,,34,9,,8,5,3,6,6
2010/11,73072,17,,11,5,,1,1,,,
2010/11,73084,13,,4,4,,5,3,3,5,3
2010/11,73101,2,,1,1,,,,,,
2010/11,73102,3,,2,1,,,,,,
2010/11,73103,1,,,,,1,,1,2,2
2010/11,73104,7,,1,,1,5,4,4,8,8
2010/11,73105,12,,6,2,1,3,3,2,3,1
2010/11,73106,26,,13,8,1,4,3,1,2,
2010/11,73107,44,,27,5,,12,7,8,14,6
2010/11,73108,39,,20,9,,10,4,5,9,8
2010/11,73109,30,,16,9,,5,2,2,4,3
2010/11,73110,52,,25,19,1,7,5,4,7,1
2010/11,73111,22,,8,7,2,5,3,1,2,2
2010/11,73112,36,,12,16,,8,5,1,1,
2010/11,73114,33,,10,11,2,10,6,5,5,1
2010/11,73115,36,,20,9,1,6,2,4,5,
2010/11,73116,10,,6,1,,3,3,,,
2010/11,73117,11,,6,3,,2,2,2,3,3
2010/11,73118,10,,6,2,,2,2,1,1,
2010/11,73119,57,,34,15,2,6,5,1,1,2
2010/11,73120,30,,12,13,2,3,2,,,
2010/11,73121,4,,1,2,,1,,1,1,1
2010/11,73122,18,,11,6,,1,,1,1,
2010/11,73127,42,,19,9,2,12,10,5,13,10
2010/11,73128,8,,3,5,,,,,,
2010/11,73129,26,,16,6,,4,2,1,1,
2010/11,73130,22,,12,3,1,6,4,1,1,
2010/11,73131,3,,,3,,,,,,
2010/11,73132,34,,15,11,1,7,5,3,4,7
2010/11,73134,4,,2,1,,1,1,,,
2010/11,73135,32,,21,8,1,2,1,1,1,1
2010/11,73136,1,,,,,1,1,1,1,1
2010/11,73139,14,,8,4,2,,,,,
2010/11,73141,4,,1,1,,2,,2,4,
2010/11,73142,6,,2,2,,2,,,,
2010/11,73145,2,,1,,,1,1,,,
2010/11,73149,17,,8,5,,4,3,,,
2010/11,73150,4,,1,2,,1,1,,,
2010/11,73159,31,,12,15,2,2,1,,,
2010/11,73160,83,,38,28,2,15,10,1,1,1
2010/11,73162,11,,5,6,,,,,,
2010/11,73165,7,,4,1,,2,1,,,
2010/11,73169,2,,2,,,,,,,
2010/11,73170,14,,7,6,,1,1,,,
2010/11,74857,9,,4,3,1,1,,,,
2010/12,73003,18,,6,6,,6,5,,,
2010/12,73007,1,,1,,,,,,,
2010/12,73008,18,,9,2,2,5,3,1,1,1
2010/12,73012,14,,10,2,,2,1,2,4,1
2010/12,73013,20,,13,3,1,3,3,1,1,
2010/12,73020,14,,8,2,1,3,1,3,3,3
2010/12,73025,9,,6,1,,2,1,1,1,
2010/12,73034,19,,10,4,,5,4,2,2,
2010/12,73036,26,,9,9,,8,6,2,2,1
2010/12,73045,16,,8,2,1,5,2,4,5,2
2010/12,73049,11,,4,1,1,5,3,1,1,
2010/12,73054,5,,2,2,1,,,,,
2010/12,73064,23,,15,4,2,2,1,1,4,
2010/12,73071,46,,23,12,,11,9,,,
2010/12,73072,26,,11,7,1,7,6,2,2,
2010/12,73084,7,,6,1,,,,,,
2010/12,73101,1,,,1,,,,,,
2010/12,73102,3,,2,1,,,,,,
2010/12,73103,3,,3,,,,,,,
2010/12,73104,1,,,1,,,,,,
2010/12,73105,6,,3,3,,,,,,
2010/12,73106,18,,7,3,,8,4,2,3,
2010/12,73107,43,,21,5,,17,12,11,20,18
2010/12,73108,26,,12,8,,6,2,2,5,5
2010/12,73109,26,,12,7,1,6,3,1,1,
2010/12,73110,50,,26,11,,13,5,5,8,7
2010/12,73111,50,,28,9,1,12,7,4,5,4
2010/12,73112,22,,8,5,,9,5,2,5,1
2010/12,73114,42,,20,8,2,12,5,6,11,9
2010/12,73115,36,,11,15,,10,7,5,14,5
2010/12,73116,5,,2,1,1,1,1,,,
2010/12,73117,7,,2,,,5,4,1,2,2
2010/12,73118,11,,8,,1,2,2,,,
2010/12,73119,68,,30,17,,21,11,8,12,11
2010/12,73120,28,,17,6,,5,3,1,2,1
2010/12,73121,1,,1,,,,,,,
2010/12,73122,16,,9,3,,4,3,,,
2010/12,73127,60,,28,18,1,13,10,6,14,10
2010/12,73128,2,,,,,2,,,,
2010/12,73129,37,,18,12,1,6,5,2,2,2
2010/12,73130,16,,5,7,2,2,1,2,2,1
2010/12,73132,30,,17,8,,5,3,2,4,3
2010/12,73134,6,,4,1,,1,1,,,
2010/12,73135,22,,12,6,,4,1,2,3,2
2010/12,73139,18,,10,4,1,3,2,2,3,
2010/12,73140,1,,1,,,,,,,
2010/12,73141,5,,4,1,,,,,,
2010/12,73142,2,,,,,2,1,1,1,1
2010/12,73145,1,,1,,,,,,,
2010/12,73149,8,,6,2,,,,,,
2010/12,73150,2,,2,,,,,,,
2010/12,73159,40,,23,6,,11,6,4,6,5
2010/12,73160,72,,38,19,,15,12,,,
2010/12,73162,10,,3,3,2,2,1,1,2,2
2010/12,73165,6,,1,2,2,1,,,,
2010/12,73169,6,,4,,,2,1,,,
2010/12,73170,24,,18,3,,3,2,1,2,2
2010/12,73179,1,,1,,,,,,,
2010/12,74857,17,,4,7,1,5,4,2,4,2
2011/01,73003,20,,12,6,1,1,1,,,
2011/01,73008,16,,10,2,1,3,2,,,
2011/01,73012,6,,5,1,,,,,,
2011/01,73013,31,,19,7,1,4,3,1,4,
2011/01,73020,18,,11,3,,4,2,1,2,
2011/01,73025,1,,1,,,,,,,
2011/01,73034,28,,16,5,1,6,5,3,10,10
2011/01,73036,24,,14,7,,3,1,2,3,1
2011/01,73045,6,,3,1,,2,2,,,
2011/01,73049,6,,4,1,1,,,,,
2011/01,73054,4,,3,1,,,,,,
2011/01,73064,20,,10,5,1,4,3,1,2,
2011/01,73066,3,,2,,,1,,,,
2011/01,73071,63,,37,14,1,11,7,4,7,2
2011/01,73072,15,,6,8,,1,,,,
2011/01,73084,12,,7,2,,3,2,2,4,3
2011/01,73102,1,,1,,,,,,,
2011/01,73103,2,,1,1,,,,,,
2011/01,73104,2,,2,,,,,,,
2011/01,73105,7,,2,3,,2,2,1,1,1
2011/01,73106,36,,22,6,,8,8,4,5,3
2011/01,73107,39,,20,6,1,12,8,5,15,8
2011/01,73108,32,,21,5,,6,5,2,6,3
2011/01,73109,27,,14,5,,8,4,4,4,1
2011/01,73110,45,,24,12,,9,7,3,10,10
2011/01,73111,32,,18,7,,7,5,4,6,5
2011/01,73112,47,,24,17,,6,6,4,5,1
2011/01,73114,48,,23,10,3,12,9,4,10,7
2011/01,73115,30,,15,4,1,10,6,4,6,3
2011/01,73116,1,,1,,,,,,,
2011/01,73117,14,,5,3,3,3,1,1,1,1
2011/01,73118,10,,5,4,,1,,,,
2011/01,73119,67,,37,13,1,16,10,7,9,3
2011/01,73120,32,,19,6,1,6,4,2,6,2
2011/01,73121,4,,2,1,,1,1,1,2,2
2011/01,73122,27,,12,5,1,9,4,2,3,5
2011/01,73125,1,,,1,,,,,,
2011/01,73127,46,,25,11,2,8,6,3,7,2
2011/01,73128,3,,1,2,,,,,,
2011/01,73129,36,,12,14,,10,7,6,11,6
2011/01,73130,21,,9,2,1,9,6,2,2,
2011/01,73132,28,,15,5,1,7,4,1,2,
2011/01,73134,3,,1,,,2,1,,,
2011/01,73135,29,,14,5,2,8,4,4,6,1
2011/01,73139,22,,13,5,1,3,2,1,1,
2011/01,73141,4,,4,,,,,,,
2011/01,73142,3,,2,1,,,,,,
2011/01,73145,4,,1,1,,2,2,1,2,
2011/01,73149,8,,2,4,,2,1,,,
2011/01,73150,5,,2,,1,2,,2,4,3
2011/01,73153,1,,1,,,,,,,
2011/01,73159,27,,16,6,1,4,3,2,4,
2011/01,73160,67,,39,13,1,14,7,4,11,8
2011/01,73162,14,,9,3,,2,1,1,1,
2011/01,73165,6,,5,1,,,,,,
2011/01,73169,5,,3,,,2,2,,,
2011/01,73170,17,,10,4,,3,2,,,
2011/01,73179,3,,1,1,,1,,,,
2011/01,73189,1,,,1,,,,,,
2011/01,74857,13,,6,2,2,3,3,1,1,1
2011/02,73003,14,,8,2,,4,2,,,
2011/02,73007,1,,,1,,,,,,
2011/02,73008,25,,13,7,2,3,2,3,6,7
2011/02,73012,7,,5,2,,,,,,
2011/02,73013,25,,15,5,1,4,2,2,5,4
2011/02,73020,21,,8,4,1,8,5,3,5,3
2011/02,73025,4,,3,,,1,,,,
2011/02,73034,29,,17,10,,2,,,,
2011/02,73036,16,,7,3,,6,4,2,2,1
2011/02,73045,11,,6,2,,3,1,2,3,3
2011/02,73049,1,,,,,1,,,,
2011/02,73054,3,,3,,,,,,,
2011/02,73064,29,,17,7,2,3,2,3,4,
2011/02,73071,35,,25,9,,1,,,,
2011/02,73072,19,,8,4,1,6,3,1,2,
2011/02,73084,8,,3,1,1,3,2,1,3,3
2011/02,73102,2,,2,,,,,,,
2011/02,73103,2,,2,,,,,,,
2011/02,73104,3,,2,1,,,,,,
2011/02,73105,4,,2,,,2,,2,2,1
2011/02,73106,27,,15,4,,8,5,6,14,13
2011/02,73107,27,,8,9,,10,7,3,3,4
2011/02,73108,19,,8,6,,5,3,2,4,1
2011/02,73109,32,,14,5,,13,10,7,11,10
2011/02,73110,35,,19,5,2,9,5,3,5,1
2011/02,73111,19,,14,3,2,,,,,
2011/02,73112,22,,10,6,,6,4,1,1,1
2011/02,73113,1,,,1,,,,,,
2011/02,73114,33,,22,1,2,8,4,5,11,3
2011/02,73115,29,,14,11,1,3,2,,,
2011/02,73116,3,,,1,,2,2,,,
2011/02,73117,5,,5,,,,,,,
2011/02,73118,8,,6,1,,1,1,1,1,1
2011/02,73119,61,,27,13,1,20,12,8,15,7
2011/02,73120,13,,7,4,1,1,,,,
2011/02,73121,4,,2,1,,1,,,,
2011/02,73122,16,,8,5,,3,2,2,4,3
2011/02,73127,46,,24,10,,12,10,2,4,7
2011/02,73128,5,,4,1,,,,,,
2011/02,73129,34,,19,6,,9,2,5,8,4
2011/02,73130,15,,1,6,1,7,4,2,2,4
2011/02,73131,1,,,1,,,,,,
2011/02,73132,27,,15,7,,5,3,2,2,1
2011/02,73134,2,,1,1,,,,,,
2011/02,73135,27,,15,4,,8,4,4,7,6
2011/02,73136,1,,1,,,,,,,
2011/02,73139,21,,11,2,1,7,4,3,3,2
2011/02,73141,5,,3,1,1,,,,,
2011/02,73142,4,,4,,,,,,,
2011/02,73145,5,,2,3,,,,,,
2011/02,73146,1,,1,,,,,,,
2011/02,73149,7,,2,4,,1,,1,1,1
2011/02,73150,10,,7,1,,2,1,1,1,
2011/02,73159,33,,13,12,,8,1,3,6,
2011/02,73160,70,,44,18,,8,3,1,1,
2011/02,73162,12,,4,5,1,2,1,,,
2011/02,73165,4,,3,1,,,,,,
2011/02,73169,1,,,,,1,,,,
2011/02,73170,14,,8,5,1,,,,,
2011/02,74857,7,,2,2,,3,2,,,
2011/03,73003,26,,14,4,2,6,3,1,2,2
2011/03,73007,1,,1,,,,,,,
2011/03,73008,32,,19,6,2,5,3,1,3,3
2011/03,73012,22,,11,5,3,3,2,2,2,2
2011/03,73013,35,,18,10,,7,2,1,2,2
2011/03,73020,19,,12,5,1,1,1,1,2,
2011/03,73025,4,,2,2,,,,,,
2011/03,73034,22,,13,3,,6,4,2,2,
2011/03,73036,30,,13,7,1,9,7,4,8,5
2011/03,73045,19,,12,6,,1,1,,,
2011/03,73049,7,,4,3,,,,,,
2011/03,73054,4,,1,1,,2,1,1,1,
2011/03,73064,28,,18,5,,5,4,4,7,6
2011/03,73071,66,,39,16,,11,6,3,6,7
2011/03,73072,18,,11,5,2,,,,,
2011/03,73084,14,,8,5,,1,1,,,
2011/03,73102,6,,5,,1,,,,,
2011/03,73103,4,,,3,,1,,1,1,
2011/03,73104,3,,2,1,,,,,,
2011/03,73105,4,,3,1,,,,,,
2011/03,73106,28,,16,8,,4,4,1,1,1
