Month,Zip,ReferralsAll,NoDispositions,ScreenOuts,Assessments,InvestigationsOutOfHome,InvestigationsInHome,InvestigationsWithAtLeast1ChildAge5OrYounger,InvestigationsConfirmed,ChildrenConfirmed,ChildrenRemoved
2004/03,73159,31,,12,7,1,11,7,4,4,2
2004/03,73160,55,,22,16,1,16,8,2,3,3
2004/03,73162,16,,4,3,,9,5,2,3,2
2004/03,73165,6,,3,2,,1,1,,,
2004/03,73169,4,,1,2,,1,,,,
2004/03,73170,15,,9,3,1,2,2,1,1,1
2004/03,73179,4,,,2,,2,1,1,2,2
2004/03,74857,18,,7,3,,8,3,2,2,
2004/04,73003,20,,6,4,1,9,4,1,1,
2004/04,73008,39,,19,7,2,11,8,1,2,
2004/04,73013,20,,6,5,1,8,3,2,2,3
2004/04,73020,29,,10,3,,16,6,3,4,1
2004/04,73034,24,,4,5,,15,10,2,3,1
2004/04,73036,57,,16,6,2,33,25,5,12,5
2004/04,73045,10,,4,2,1,3,1,2,4,
2004/04,73049,5,,,1,,4,1,,,
2004/04,73054,6,,,2,1,3,2,1,2,1
2004/04,73064,13,,8,3,,2,,,,
2004/04,73066,2,,,,,2,,,,
2004/04,73071,53,,27,9,,17,11,3,7,
2004/04,73072,19,,6,6,,7,5,1,1,1
2004/04,73083,1,,1,,,,,,,
2004/04,73084,9,,2,1,2,4,1,1,1,2
2004/04,73102,4,,2,2,,,,,,
2004/04,73103,9,,4,1,1,3,2,,,
2004/04,73104,4,,1,1,,2,1,,,
2004/04,73105,10,,7,,,3,2,1,,1
2004/04,73106,41,,13,10,1,17,12,6,14,9
2004/04,73107,29,,6,8,,15,9,3,3,3
2004/04,73108,39,,7,7,,25,12,8,12,11
2004/04,73109,34,,7,6,1,20,15,5,9,7
2004/04,73110,62,,22,8,2,30,17,4,6,2
2004/04,73111,33,,10,7,4,12,7,2,3,5
2004/04,73112,26,,7,4,1,14,8,5,11,5
2004/04,73114,44,,12,5,5,22,12,3,10,10
2004/04,73115,35,,12,3,3,17,8,5,8,5
2004/04,73116,5,,3,1,,1,,,,
2004/04,73117,9,,3,1,2,3,1,2,4,4
2004/04,73118,16,,8,2,,6,3,2,4,
2004/04,73119,68,,19,16,2,31,16,7,11,4
2004/04,73120,26,,10,4,2,10,7,2,7,5
2004/04,73121,4,,,,,4,3,1,4,4
2004/04,73122,16,,5,5,,6,4,3,6,5
2004/04,73127,52,,14,10,1,27,12,5,7,8
2004/04,73128,4,,1,2,,1,,,,
2004/04,73129,85,,24,10,1,50,28,14,22,21
2004/04,73130,12,,3,2,,7,2,3,6,
2004/04,73131,5,,1,,1,3,3,1,2,
2004/04,73132,39,,17,6,2,14,5,7,13,22
2004/04,73134,5,,1,1,,3,,1,1,
2004/04,73135,28,,8,5,3,12,4,3,3,2
2004/04,73139,35,,15,4,1,15,7,5,8,4
2004/04,73141,7,,4,,,3,1,,,
2004/04,73142,4,,1,2,,1,,,,
2004/04,73145,6,,2,1,,3,3,1,2,
2004/04,73147,1,,1,,,,,,,
2004/04,73148,1,,,,,1,,,,
2004/04,73149,6,,2,3,,1,1,,,
2004/04,73150,1,,,,,1,,,,
2004/04,73159,28,,7,5,2,14,7,3,8,8
2004/04,73160,56,,20,13,1,22,11,5,11,3
2004/04,73162,18,,6,2,,10,3,1,1,
2004/04,73165,5,,2,3,,,,,,
2004/04,73169,6,,3,1,,2,,,,
2004/04,73170,11,,6,3,,2,1,,,
2004/04,73179,1,,,,,1,,,,
2004/04,74857,13,,4,4,,5,2,2,3,2
2004/05,73003,17,,4,3,,10,4,,,
2004/05,73008,28,,8,5,2,13,7,4,8,5
2004/05,73013,11,,5,2,1,3,2,,,
2004/05,73020,19,,5,2,,12,7,4,7,6
2004/05,73034,29,,10,5,1,13,7,3,3,2
2004/05,73036,43,,19,3,,21,12,7,18,
2004/05,73045,12,,4,1,,7,3,2,5,3
2004/05,73049,5,,1,1,1,2,,1,1,2
2004/05,73054,8,,2,1,,5,2,,,
2004/05,73064,22,,13,,,9,3,1,1,
2004/05,73066,1,,1,,,,,,,
2004/05,73071,46,,25,6,,15,7,5,7,6
2004/05,73072,24,,9,5,,10,4,1,1,
2004/05,73084,10,,2,3,,5,4,,,
2004/05,73097,1,,,1,,,,,,
2004/05,73102,3,,2,,,1,1,1,1,
2004/05,73103,12,,5,2,2,3,2,1,1,1
2004/05,73104,5,,2,,,3,2,1,2,2
2004/05,73105,7,,1,,,6,6,4,4,4
2004/05,73106,35,,12,5,1,17,11,5,11,8
2004/05,73107,47,,15,11,1,20,13,6,8,3
2004/05,73108,38,,9,4,1,24,12,11,20,14
2004/05,73109,40,,12,8,3,17,10,7,14,7
2004/05,73110,55,,9,13,1,32,21,9,13,14
2004/05,73111,23,,12,2,,9,7,5,9,8
2004/05,73112,44,,14,8,2,20,12,2,2,2
2004/05,73113,1,,,,,1,,,,
2004/05,73114,41,,11,3,2,25,13,9,15,15
2004/05,73115,37,,3,5,3,26,14,3,7,5
2004/05,73116,4,,,3,,1,1,,,
2004/05,73117,16,,10,2,,4,4,1,1,
2004/05,73118,17,,6,5,,6,3,3,4,4
2004/05,73119,79,,25,12,2,40,26,14,28,21
2004/05,73120,33,,9,4,2,18,10,6,10,4
2004/05,73121,7,,2,1,,4,1,2,3,
2004/05,73122,18,,7,1,1,9,3,3,5,9
2004/05,73127,56,,17,10,,29,17,5,15,17
2004/05,73128,4,,2,1,,1,1,1,2,2
2004/05,73129,62,,11,11,3,37,24,13,21,15
2004/05,73130,22,,7,2,3,10,6,1,1,
2004/05,73132,43,,12,8,4,19,12,4,7,2
2004/05,73134,5,,1,2,2,,,,,
2004/05,73135,25,,8,1,,16,5,7,10,3
2004/05,73139,21,,10,3,,8,5,3,5,5
2004/05,73141,8,,6,1,,1,,1,1,
2004/05,73142,4,,1,2,,1,1,,,
2004/05,73145,3,,,1,,2,1,1,1,1
2004/05,73149,10,,1,2,,7,4,3,2,2
2004/05,73150,6,,2,,,4,3,4,5,4
2004/05,73157,1,,,,,1,1,,,
2004/05,73159,29,,11,4,1,13,10,4,7,1
2004/05,73160,65,,37,8,1,19,8,4,8,2
2004/05,73162,20,,6,2,,12,2,1,1,1
2004/05,73165,5,,5,,,,,,,
2004/05,73170,17,,10,1,,6,1,1,1,
2004/05,73179,3,,1,2,,,,,,
2004/05,74857,14,,9,,1,4,2,1,1,2
2004/06,73003,26,,7,5,3,11,4,1,1,
2004/06,73008,22,,6,4,,12,10,1,1,
2004/06,73013,17,,5,2,,10,4,2,3,2
2004/06,73020,29,,5,3,5,16,9,6,11,7
2004/06,73034,17,,7,1,,9,4,2,2,1
2004/06,73036,25,,13,1,3,8,6,3,4,4
2004/06,73045,10,,3,3,,4,2,1,2,
2004/06,73049,5,,1,1,,3,1,2,6,6
2004/06,73054,4,,2,1,,1,,,,
2004/06,73064,17,,6,2,1,8,6,,,
2004/06,73071,37,,20,4,,13,10,6,11,1
2004/06,73072,14,,6,2,,6,5,1,4,
2004/06,73084,7,,2,1,2,2,,,,
2004/06,73102,2,,1,,,1,,,,
2004/06,73103,8,,3,1,1,3,2,1,1,
2004/06,73104,2,,1,,,1,1,,,
2004/06,73105,8,,3,,,5,3,1,4,
2004/06,73106,29,,10,3,2,14,11,5,8,7
2004/06,73107,34,,10,5,2,17,9,5,15,16
2004/06,73108,44,,12,4,1,27,20,9,23,15
2004/06,73109,28,,13,4,4,7,4,2,4,5
2004/06,73110,47,,13,5,1,28,21,10,17,9
2004/06,73111,32,,10,6,,16,8,7,8,3
2004/06,73112,30,,9,7,2,12,8,3,5,4
2004/06,73113,1,,1,,,,,,,
2004/06,73114,29,,12,4,1,12,8,3,5,3
2004/06,73115,27,,3,10,1,13,11,4,7,5
2004/06,73116,7,,3,,,4,2,,,
2004/06,73117,5,,,1,,4,1,1,3,4
2004/06,73118,16,,9,2,1,4,2,,,
2004/06,73119,46,,15,4,1,26,19,4,4,1
2004/06,73120,24,,3,3,6,12,7,3,5,3
2004/06,73121,2,,,,,2,2,1,2,2
2004/06,73122,19,,3,6,2,8,4,3,8,7
2004/06,73127,42,,8,7,3,24,10,9,17,16
2004/06,73128,3,,1,1,,1,,,,
2004/06,73129,50,,7,13,1,29,21,3,4,6
2004/06,73130,7,,2,1,1,3,3,2,4,5
2004/06,73131,2,,1,,,1,1,1,1,
2004/06,73132,26,,6,9,,11,6,1,1,3
2004/06,73134,2,,,,,2,1,,,
2004/06,73135,29,,6,7,,16,11,3,5,2
2004/06,73139,16,,3,2,2,9,6,4,4,1
2004/06,73141,3,,,2,,1,,,,
2004/06,73142,2,,1,,,1,1,,,
2004/06,73144,1,,,,,1,1,,,
2004/06,73145,1,,,,,1,1,,,
2004/06,73149,23,,7,6,,10,5,2,5,4
2004/06,73150,4,,,,,4,1,,,
2004/06,73159,38,,9,5,1,23,12,2,5,5
2004/06,73160,55,,22,9,1,23,15,6,9,2
2004/06,73162,15,,7,3,,5,3,1,1,1
2004/06,73165,9,,2,,3,4,1,1,2,
2004/06,73169,4,,1,1,,2,2,2,3,2
2004/06,73170,4,,,3,,1,,,,
2004/06,73179,3,,2,,,1,1,,,
2004/06,74857,12,,5,2,1,4,1,,,
2004/07,73003,22,,4,2,2,14,6,3,3,2
2004/07,73008,11,,3,4,,4,2,,,1
2004/07,73013,13,,5,3,2,3,2,1,3,3
2004/07,73020,17,,4,4,,9,4,1,1,
2004/07,73034,22,,6,1,1,14,7,2,5,2
2004/07,73036,32,,12,2,2,16,13,4,5,2
2004/07,73045,6,,2,1,,3,2,2,3,
2004/07,73049,2,,,,,2,1,1,1,1
2004/07,73054,6,,,5,,1,,1,2,2
2004/07,73064,18,,5,2,2,9,5,1,1,
2004/07,73071,45,,17,10,,18,11,5,9,7
2004/07,73072,13,,6,4,,3,1,1,2,2
2004/07,73084,9,,3,2,,4,3,1,6,
2004/07,73102,4,,1,,,3,3,1,1,1
2004/07,73103,2,,2,,,,,,,
2004/07,73104,5,,1,,,4,1,1,1,
2004/07,73105,9,,4,2,2,1,1,,,
2004/07,73106,27,,5,4,2,16,14,8,19,13
2004/07,73107,32,,13,4,2,13,11,4,10,2
2004/07,73108,29,,10,3,,16,13,6,11,8
2004/07,73109,34,,11,3,2,18,15,5,7,3
2004/07,73110,60,,17,7,4,32,22,12,21,11
2004/07,73111,27,,9,5,2,11,6,5,9,5
2004/07,73112,38,,15,3,3,17,10,7,12,7
2004/07,73114,36,,10,5,1,20,14,7,14,6
2004/07,73115,32,,10,5,,17,10,2,4,5
2004/07,73116,4,,,1,,3,2,1,1,
2004/07,73117,6,,3,,1,2,2,2,4,4
2004/07,73118,15,,2,1,,12,4,4,9,5
2004/07,73119,54,,16,11,,27,19,8,21,16
2004/07,73120,18,,7,3,,8,6,3,5,5
2004/07,73121,5,,3,,,2,1,1,1,2
2004/07,73122,14,,4,2,,8,3,1,1,
2004/07,73125,1,,1,,,,,,,
2004/07,73127,55,,12,11,1,31,19,8,17,11
2004/07,73128,3,,1,,,2,,1,1,1
2004/07,73129,54,,12,13,2,27,13,6,14,9
2004/07,73130,14,,3,4,2,5,4,,,
2004/07,73131,1,,,,,1,,,,
2004/07,73132,24,,7,5,,12,10,4,7,5
2004/07,73134,5,,2,2,,1,1,,,
2004/07,73135,21,,3,4,1,13,7,2,7,
2004/07,73136,1,,,,,1,1,,,
2004/07,73139,25,,7,2,3,13,6,2,2,3
2004/07,73141,4,,2,,,2,,,,
2004/07,73142,2,,,,,2,1,1,1,
2004/07,73145,4,,1,1,,2,2,1,1,1
2004/07,73149,4,,2,1,,1,1,,,
2004/07,73150,4,,2,,,2,1,,,
2004/07,73159,35,,15,4,2,14,11,6,9,7
2004/07,73160,55,,24,9,4,18,13,3,7,6
2004/07,73162,7,,,1,,6,2,,,
2004/07,73165,3,,,,,3,3,,,
2004/07,73169,2,,,1,,1,,1,1,
2004/07,73170,13,,5,,,8,4,,,
2004/07,74857,15,,7,2,2,4,2,2,2,1
2004/08,73003,24,,13,2,,9,4,2,4,2
2004/08,73007,2,,,,,2,,,,
2004/08,73008,33,,13,4,2,14,5,2,4,4
2004/08,73013,18,,10,4,,4,4,1,3,
2004/08,73020,20,,6,1,2,11,4,3,3,4
2004/08,73034,14,,4,3,1,6,3,,,
2004/08,73036,45,,19,3,5,18,9,7,11,8
2004/08,73045,9,,5,1,,3,3,1,2,
2004/08,73049,8,,2,,,6,4,,,
2004/08,73054,4,,3,,,1,,1,1,1
2004/08,73064,16,,8,2,2,4,3,3,7,1
2004/08,73066,1,,,,,1,,,,
2004/08,73071,44,,15,16,,13,7,2,5,
2004/08,73072,17,,8,2,,7,7,1,4,
2004/08,73084,18,,7,1,2,8,5,3,8,6
2004/08,73102,1,,1,,,,,,,
2004/08,73103,3,,2,,,1,,,,
2004/08,73104,5,,,1,,4,3,3,5,4
2004/08,73105,5,,2,,,3,2,1,1,1
2004/08,73106,23,,7,3,1,12,8,3,3,2
2004/08,73107,49,,14,12,2,21,14,6,10,7
2004/08,73108,25,,9,1,,15,11,3,5,5
2004/08,73109,32,,18,2,1,11,9,5,10,6
2004/08,73110,61,,21,7,4,29,17,8,11,9
2004/08,73111,25,,4,2,4,15,10,6,12,4
2004/08,73112,35,,15,4,2,14,9,4,5,3
2004/08,73114,29,,9,2,1,17,9,8,15,11
2004/08,73115,43,,9,6,2,26,18,6,10,5
2004/08,73116,6,,1,,1,4,4,2,4,
2004/08,73117,17,,7,2,2,6,5,1,3,3
2004/08,73118,15,,5,4,,6,4,,,1
2004/08,73119,70,,12,14,4,40,28,13,27,16
2004/08,73120,16,,5,1,,10,6,6,12,13
2004/08,73121,2,,1,,,1,1,,,
2004/08,73122,10,,4,2,,4,3,,,1
2004/08,73127,44,,13,8,1,22,14,7,19,10
2004/08,73128,3,,,,,3,3,,,
2004/08,73129,59,,18,8,1,32,20,14,24,19
2004/08,73130,21,,7,2,,12,7,2,4,2
2004/08,73132,27,,5,2,5,15,6,3,5,2
2004/08,73134,1,,,,1,,,,,
2004/08,73135,27,,3,5,2,17,9,3,7,6
2004/08,73139,18,,5,1,1,11,9,3,6,5
2004/08,73141,5,,3,,,2,2,1,1,1
2004/08,73142,3,,,2,,1,1,,,
2004/08,73145,3,,,,,3,1,,,
2004/08,73149,11,,3,,1,7,4,3,5,3
2004/08,73159,31,,12,6,1,12,8,10,20,18
2004/08,73160,54,,28,8,4,14,8,1,3,
2004/08,73162,14,,9,2,,3,,2,3,2
2004/08,73165,4,,3,,1,,,,,
2004/08,73169,1,,,,,1,1,,,
2004/08,73170,12,,5,4,,3,2,,,
2004/08,73172,1,,,,,1,1,,,
2004/08,73173,1,,1,,,,,,,
2004/08,73179,1,,1,,,,,,,
2004/08,74857,5,,3,,,2,2,1,1,
2004/09,73003,25,,5,5,1,14,8,2,2,1
2004/09,73007,2,,1,1,,,,,,
2004/09,73008,24,,6,5,4,9,2,2,3,5
2004/09,73013,11,,5,1,,5,1,,,
2004/09,73020,22,,3,4,2,13,8,3,6,1
2004/09,73034,27,,9,7,,11,7,1,4,4
2004/09,73036,40,,14,5,2,19,11,5,9,5
2004/09,73045,12,,4,1,,7,1,2,3,2
2004/09,73049,8,,1,,1,6,1,4,5,2
2004/09,73054,5,,1,,,4,,,,
2004/09,73064,16,,8,1,2,5,3,,,
2004/09,73066,1,,,,,1,1,,,
2004/09,73071,44,,24,7,1,12,5,4,4,1
2004/09,73072,26,,7,4,1,14,11,4,7,1
2004/09,73084,18,,7,1,2,8,4,2,4,1
2004/09,73102,2,,1,,,1,1,1,1,1
2004/09,73103,6,,1,,,5,4,,,
2004/09,73104,4,,2,1,,1,,,,
2004/09,73105,5,,2,,,3,2,,,
2004/09,73106,32,,10,3,1,18,11,3,7,7
2004/09,73107,55,,21,2,,32,21,6,12,6
2004/09,73108,38,,11,3,,24,17,8,12,9
2004/09,73109,31,,6,4,1,20,11,5,7,3
2004/09,73110,50,,10,6,,34,18,9,20,10
2004/09,73111,30,,10,2,4,14,8,2,5,5
2004/09,73112,37,,10,4,3,20,13,5,13,12
2004/09,73114,46,,13,3,4,26,16,10,21,19
2004/09,73115,38,,10,4,1,23,13,3,13,6
2004/09,73116,1,,,1,,,,,,
2004/09,73117,11,,4,1,1,5,3,,,
2004/09,73118,23,,3,5,,15,8,7,11,6
2004/09,73119,85,,20,5,2,58,35,22,43,17
2004/09,73120,20,,4,6,1,9,8,4,10,2
2004/09,73121,4,,3,,,1,1,,,
2004/09,73122,19,,5,2,,12,4,1,1,1
2004/09,73127,53,,18,4,3,28,16,10,24,9
2004/09,73128,3,,1,,,2,2,2,5,5
2004/09,73129,51,,10,1,2,38,22,10,22,9
2004/09,73130,23,,7,5,,11,6,2,5,4
2004/09,73132,22,,7,1,1,13,9,4,7,6
2004/09,73134,1,,,,,1,1,,,
2004/09,73135,24,,7,4,,13,8,4,4,2
2004/09,73136,1,,,,,1,,,,
2004/09,73139,11,,3,2,,6,4,1,1,1
2004/09,73140,1,,,,,1,,,,
2004/09,73141,6,,3,1,,2,2,,,
2004/09,73142,2,,,1,,1,1,,,
2004/09,73143,1,,,1,,,,,,
2004/09,73145,2,,,,,2,2,,,
2004/09,73149,6,,1,3,1,1,,1,1,
2004/09,73150,4,,,,,4,1,,,
2004/09,73157,1,,1,,,,,,,
2004/09,73159,23,,8,1,3,11,4,3,5,5
2004/09,73160,63,,26,19,,18,7,5,10,4
2004/09,73162,13,,5,1,1,6,3,,,
2004/09,73165,5,,3,2,,,,,,
2004/09,73169,2,,1,,,1,1,1,1,
2004/09,73170,16,,7,5,,4,1,1,1,
2004/09,73179,2,,2,,,,,,,
2004/09,74857,9,,4,1,,4,2,1,1,
2004/10,73003,21,,6,5,1,9,5,,,
2004/10,73007,2,,2,,,,,,,
2004/10,73008,16,,6,2,,8,4,1,3,3
2004/10,73013,23,,8,1,1,13,4,2,2,1
2004/10,73020,10,,1,3,1,5,5,4,7,4
2004/10,73034,13,,5,3,,5,4,,,
2004/10,73036,29,,10,4,1,14,9,4,11,2
2004/10,73045,9,,2,3,1,3,1,1,1,1
2004/10,73049,9,,3,,,6,2,2,3,3
2004/10,73054,2,,1,,,1,,,,
2004/10,73064,21,,12,,,9,4,2,4,2
2004/10,73066,1,,,,,1,,,,
2004/10,73071,58,,25,17,1,15,10,2,3,
2004/10,73072,27,,13,8,,6,3,1,2,
2004/10,73084,9,,5,1,,3,1,2,2,
2004/10,73102,3,,2,,,1,,,,
2004/10,73103,2,,1,,,1,1,,,
2004/10,73104,5,,2,,,3,1,,,
2004/10,73105,8,,2,4,,2,2,1,2,2
2004/10,73106,23,,2,5,,16,9,5,13,8
2004/10,73107,49,,18,5,,26,16,4,8,7
2004/10,73108,33,,6,3,,24,13,5,8,9
2004/10,73109,40,,13,5,1,21,12,9,15,8
2004/10,73110,48,,16,7,,25,7,8,16,13
2004/10,73111,21,,8,,3,10,5,1,3,3
2004/10,73112,26,,7,3,1,15,8,1,1,4
2004/10,73113,1,,,,,1,,,,
2004/10,73114,41,,12,5,3,21,17,3,8,4
2004/10,73115,32,,4,4,,24,10,8,17,11
2004/10,73116,4,,2,1,,1,1,,,
2004/10,73117,11,,5,2,1,3,3,,,
2004/10,73118,26,,10,4,,12,7,7,12,7
2004/10,73119,37,,9,7,1,20,10,4,7,3
2004/10,73120,26,,8,4,2,12,11,2,4,4
2004/10,73121,6,,1,,1,4,2,2,7,3
2004/10,73122,18,,6,1,2,9,5,3,4,4
2004/10,73127,57,,16,6,1,34,20,7,17,5
2004/10,73128,4,,,3,,1,,1,3,
2004/10,73129,47,,13,3,2,29,19,8,18,17
2004/10,73130,21,,9,3,,9,3,1,3,3
2004/10,73132,36,,10,2,2,22,10,8,9,12
2004/10,73134,3,,,,1,2,,,,
2004/10,73135,24,,9,1,,14,9,7,13,4
2004/10,73139,21,,5,2,4,10,6,4,6,10
2004/10,73140,1,,,,,1,,,,
2004/10,73141,3,,,1,,2,2,1,1,1
2004/10,73142,1,,,,,1,,,,
2004/10,73144,1,,,,,1,,,,
2004/10,73145,2,,1,,,1,1,,,
2004/10,73147,1,,1,,,,,,,
2004/10,73149,7,,1,,,6,4,2,5,3
2004/10,73150,4,,2,,,2,1,1,1,1
2004/10,73159,25,,10,5,1,9,5,,,
2004/10,73160,65,,32,8,,25,10,4,9,3
2004/10,73162,8,,1,1,1,5,1,2,2,2
2004/10,73165,4,,2,2,,,,,,
2004/10,73169,3,,1,,,2,1,,,
2004/10,73170,11,,6,3,,2,,1,1,1
2004/10,73173,1,,1,,,,,,,
2004/10,73179,2,,1,1,,,,,,
2004/10,74857,11,,4,1,1,5,2,1,5,
2004/11,73003,24,,5,2,2,15,6,2,4,7
2004/11,73007,1,,1,,,,,,,
2004/11,73008,25,,11,1,2,11,5,3,5,2
2004/11,73013,24,,12,3,1,8,1,1,2,2
2004/11,73020,20,,8,,,12,6,,,
2004/11,73034,17,,8,2,1,6,4,,,
2004/11,73036,24,,11,1,1,11,9,3,6,3
2004/11,73045,10,,3,2,1,4,2,,,
2004/11,73049,6,,1,,1,4,4,1,3,2
2004/11,73054,7,,2,1,,4,1,2,4,2
2004/11,73064,14,,6,1,,7,3,,,
2004/11,73066,2,,1,,,1,,,,
2004/11,73071,33,,15,11,,7,3,2,4,
2004/11,73072,15,,6,4,,5,4,2,4,
2004/11,73084,10,,4,1,,5,3,2,2,4
2004/11,73102,1,,,,,1,1,1,1,1
2004/11,73103,5,,1,,1,3,2,,,
2004/11,73104,4,,1,,,3,1,1,1,1
2004/11,73105,9,,4,,1,4,3,3,5,10
2004/11,73106,16,,5,1,,10,6,1,3,
2004/11,73107,40,,9,5,,26,16,9,16,14
2004/11,73108,32,,11,2,,19,9,4,7,1
2004/11,73109,32,,14,3,1,14,6,3,3,5
2004/11,73110,43,,16,3,1,23,8,7,10,2
2004/11,73111,16,,5,1,1,9,5,3,9,9
2004/11,73112,24,,12,1,,11,6,1,3,3
2004/11,73114,27,,9,2,2,14,7,7,12,6
2004/11,73115,26,,5,3,1,17,9,5,7,1
2004/11,73116,3,,1,1,,1,1,,,
2004/11,73117,14,,4,,2,8,5,2,3,4
2004/11,73118,20,,7,2,,11,10,5,9,6
2004/11,73119,48,,16,2,1,29,20,9,15,12
2004/11,73120,16,,3,2,,11,7,2,3,4
2004/11,73121,9,,6,,,3,1,1,1,1
2004/11,73122,21,,6,3,,12,7,3,3,4
2004/11,73124,1,,,,,1,,,,
2004/11,73127,48,,14,6,1,27,18,12,27,17
2004/11,73128,4,,3,,,1,,,,
2004/11,73129,53,,14,2,1,36,20,10,28,15
2004/11,73130,29,,13,,2,14,4,4,6,7
2004/11,73131,1,,1,,,,,,,
2004/11,73132,31,,11,4,2,14,4,4,5,6
2004/11,73135,23,,7,3,3,10,5,2,2,3
2004/11,73139,13,,4,4,,5,4,2,2,2
2004/11,73140,1,,,,,1,1,1,1,
2004/11,73141,3,,1,,,2,2,,,
2004/11,73142,6,,1,,,5,3,1,2,2
2004/11,73145,5,,2,1,,2,1,1,2,
2004/11,73149,21,,7,,1,13,3,2,2,1
2004/11,73150,3,,,,1,2,2,1,3,3
2004/11,73159,32,,9,6,,17,11,1,2,2
2004/11,73160,57,,12,17,3,25,14,6,9,8
2004/11,73162,10,,4,1,,5,1,1,1,
2004/11,73165,6,,3,,1,2,,1,1,
2004/11,73169,3,,1,2,,,,,,
2004/11,73170,13,,7,2,,4,2,,,1
2004/11,73173,1,,1,,,,,,,
2004/11,73179,1,,,1,,,,,,
2004/11,73190,1,,,,,1,,,,
2004/11,74857,7,,2,2,,3,,1,1,
2004/12,73003,21,,9,2,2,8,5,2,5,7
2004/12,73008,22,,8,2,1,11,5,3,3,2
2004/12,73013,16,,4,3,2,7,3,1,1,1
2004/12,73020,14,,3,2,1,8,1,1,2,2
2004/12,73034,20,,3,6,,11,8,2,3,
2004/12,73036,23,,11,1,,11,7,7,15,4
2004/12,73045,10,,3,1,,6,2,2,5,3
2004/12,73049,6,,1,3,,2,1,1,1,
2004/12,73054,7,,3,1,,3,1,1,2,
2004/12,73064,18,,10,,,8,3,1,1,
2004/12,73071,47,,19,13,1,14,9,3,5,
2004/12,73072,23,,7,6,,10,7,5,15,4
2004/12,73084,5,,1,,2,2,2,,,
2004/12,73102,2,,1,,,1,1,1,2,2
2004/12,73103,1,,,1,,,,,,
2004/12,73104,5,,2,,,3,3,2,6,
2004/12,73105,11,,4,2,1,4,3,1,2,
2004/12,73106,16,,6,1,1,8,5,3,4,4
2004/12,73107,39,,18,4,1,16,10,5,10,10
2004/12,73108,31,,9,6,,16,11,1,1,3
2004/12,73109,28,,7,6,,15,10,6,12,11
2004/12,73110,45,,16,9,,20,11,8,12,4
2004/12,73111,23,,9,4,1,9,5,4,9,3
2004/12,73112,28,,13,2,1,12,7,6,7,8
2004/12,73114,22,,12,2,,8,5,2,6,
2004/12,73115,30,,10,5,1,14,7,5,9,2
2004/12,73116,2,,2,,,,,,,
2004/12,73117,6,,3,2,,1,,,,
2004/12,73118,26,,5,3,,18,13,6,12,9
2004/12,73119,54,,24,8,,22,16,6,10,8
2004/12,73120,20,,7,4,1,8,6,2,2,3
2004/12,73121,8,,3,1,1,3,2,2,2,1
2004/12,73122,13,,2,2,1,8,5,3,3,3
2004/12,73127,41,,16,7,2,16,10,3,3,
2004/12,73128,6,,2,,,4,3,2,5,6
2004/12,73129,44,,12,9,1,22,14,9,18,8
2004/12,73130,29,,10,4,,15,6,4,7,5
2004/12,73132,38,,11,5,2,20,8,7,15,16
2004/12,73134,4,,1,,,3,2,2,2,1
2004/12,73135,17,,7,1,1,8,3,,,
2004/12,73139,13,,5,3,,5,2,1,2,
2004/12,73141,2,,1,,,1,1,,,
2004/12,73142,4,,,,,4,4,2,3,2
2004/12,73145,5,,,3,,2,2,1,1,
2004/12,73149,8,,3,1,,4,3,,,
2004/12,73150,5,,2,,,3,2,1,1,
2004/12,73159,25,,11,4,,10,6,3,3,1
2004/12,73160,55,,23,12,3,17,7,6,8,2
2004/12,73162,20,,11,3,,6,1,2,2,2
2004/12,73165,3,,1,1,1,,,,,
2004/12,73169,4,,3,,1,,,,,
2004/12,73170,18,,8,1,1,8,8,3,4,2
2004/12,73173,1,,1,,,,,,,
2004/12,73179,1,,,,,1,,,,
2004/12,74857,10,,3,1,,6,2,,,
2005/01,73003,23,,6,1,1,15,7,4,13,5
2005/01,73007,3,,,1,1,1,,,,
2005/01,73008,18,,7,1,,10,6,2,2,1
2005/01,73013,14,,5,1,2,6,5,1,1,
2005/01,73020,19,,7,2,,10,3,,,
2005/01,73034,19,,8,,3,8,1,1,1,2
2005/01,73036,32,,14,1,1,16,11,5,6,3
2005/01,73045,7,,2,,,5,4,3,7,4
2005/01,73049,8,,4,2,,2,1,,,
2005/01,73054,3,,3,,,,,,,
2005/01,73064,13,,5,1,2,5,2,1,1,
2005/01,73066,3,,2,,,1,,1,1,1
2005/01,73071,31,,13,4,1,13,8,3,6,4
2005/01,73072,10,,4,3,,3,2,1,1,
2005/01,73084,11,,2,2,3,4,3,2,2,1
2005/01,73102,1,,,1,,,,,,
2005/01,73103,2,,1,1,,,,,,
2005/01,73105,8,,4,,,4,3,1,1,
2005/01,73106,35,,7,7,2,19,11,8,17,13
2005/01,73107,42,,13,4,1,24,14,10,18,17
2005/01,73108,31,,8,3,,20,11,5,9,7
2005/01,73109,35,,11,2,2,20,9,13,26,8
2005/01,73110,51,,10,8,3,30,17,13,28,18
2005/01,73111,25,,10,2,1,12,6,8,14,4
2005/01,73112,40,,16,4,1,19,12,5,12,6
2005/01,73114,31,,8,4,2,17,11,3,5,3
2005/01,73115,39,,11,5,1,22,14,7,11,3
2005/01,73116,3,,1,1,,1,1,,,
2005/01,73117,9,,4,,,5,3,2,3,3
2005/01,73118,19,,11,1,,7,4,3,5,5
