"CountyID","CountyName","ReferralYear","Count"
56,"Okmulgee",1989,6
56,"Okmulgee",1990,3
56,"Okmulgee",1991,3
56,"Okmulgee",1992,2
56,"Okmulgee",1993,2
56,"Okmulgee",1994,1
56,"Okmulgee",1995,7
56,"Okmulgee",1996,16
56,"Okmulgee",1997,42
56,"Okmulgee",1998,8
56,"Okmulgee",1999,43
56,"Okmulgee",2000,90
56,"Okmulgee",2001,71
56,"Okmulgee",2002,98
56,"Okmulgee",2003,163
56,"Okmulgee",2004,113
56,"Okmulgee",2005,131
56,"Okmulgee",2006,248
56,"Okmulgee",2007,432
56,"Okmulgee",2008,351
56,"Okmulgee",2009,273
56,"Okmulgee",2010,194
56,"Okmulgee",2011,99
57,"Osage",1993,3
57,"Osage",1994,2
57,"Osage",1995,14
57,"Osage",1996,20
57,"Osage",1997,11
57,"Osage",1998,34
57,"Osage",1999,27
57,"Osage",2000,16
57,"Osage",2001,63
57,"Osage",2002,40
57,"Osage",2003,46
57,"Osage",2004,94
57,"Osage",2005,82
57,"Osage",2006,196
57,"Osage",2007,194
57,"Osage",2008,143
57,"Osage",2009,206
57,"Osage",2010,149
57,"Osage",2011,45
58,"Ottawa",1985,4
58,"Ottawa",1990,2
58,"Ottawa",1992,1
58,"Ottawa",1994,5
58,"Ottawa",1995,2
58,"Ottawa",1996,10
58,"Ottawa",1997,11
58,"Ottawa",1998,19
58,"Ottawa",1999,14
58,"Ottawa",2000,11
58,"Ottawa",2001,38
58,"Ottawa",2002,40
58,"Ottawa",2003,36
58,"Ottawa",2004,87
58,"Ottawa",2005,72
58,"Ottawa",2006,243
58,"Ottawa",2007,146
58,"Ottawa",2008,194
58,"Ottawa",2009,150
58,"Ottawa",2010,175
58,"Ottawa",2011,100
59,"Pawnee",1992,1
59,"Pawnee",1994,3
59,"Pawnee",1995,20
59,"Pawnee",1996,15
59,"Pawnee",1997,28
59,"Pawnee",1998,15
59,"Pawnee",1999,18
59,"Pawnee",2000,6
59,"Pawnee",2001,36
59,"Pawnee",2002,19
59,"Pawnee",2003,33
59,"Pawnee",2004,19
59,"Pawnee",2005,44
59,"Pawnee",2006,102
59,"Pawnee",2007,83
59,"Pawnee",2008,103
59,"Pawnee",2009,75
59,"Pawnee",2010,58
59,"Pawnee",2011,27
60,"Payne",1986,2
60,"Payne",1989,2
60,"Payne",1990,2
60,"Payne",1992,3
60,"Payne",1993,6
60,"Payne",1994,3
60,"Payne",1995,9
60,"Payne",1996,9
60,"Payne",1997,13
60,"Payne",1998,29
60,"Payne",1999,45
60,"Payne",2000,64
60,"Payne",2001,68
60,"Payne",2002,88
60,"Payne",2003,123
60,"Payne",2004,212
60,"Payne",2005,238
60,"Payne",2006,384
60,"Payne",2007,502
60,"Payne",2008,603
60,"Payne",2009,592
60,"Payne",2010,444
60,"Payne",2011,390
61,"Pittsburg",1994,1
61,"Pittsburg",1995,3
61,"Pittsburg",1996,4
61,"Pittsburg",1997,13
61,"Pittsburg",1998,39
61,"Pittsburg",1999,26
61,"Pittsburg",2000,58
61,"Pittsburg",2001,64
61,"Pittsburg",2002,100
61,"Pittsburg",2003,169
61,"Pittsburg",2004,97
61,"Pittsburg",2005,291
61,"Pittsburg",2006,381
61,"Pittsburg",2007,627
61,"Pittsburg",2008,636
61,"Pittsburg",2009,617
61,"Pittsburg",2010,441
61,"Pittsburg",2011,405
62,"Pontotoc",1995,1
62,"Pontotoc",1997,2
62,"Pontotoc",1998,1
62,"Pontotoc",1999,7
62,"Pontotoc",2000,8
62,"Pontotoc",2001,25
62,"Pontotoc",2002,41
62,"Pontotoc",2003,25
62,"Pontotoc",2004,27
62,"Pontotoc",2005,57
62,"Pontotoc",2006,98
62,"Pontotoc",2007,102
62,"Pontotoc",2008,84
62,"Pontotoc",2009,88
62,"Pontotoc",2010,167
62,"Pontotoc",2011,104
63,"Pottawatomie",1984,2
63,"Pottawatomie",1985,2
63,"Pottawatomie",1986,2
63,"Pottawatomie",1987,1
63,"Pottawatomie",1988,2
63,"Pottawatomie",1989,1
63,"Pottawatomie",1991,4
63,"Pottawatomie",1992,2
63,"Pottawatomie",1993,3
63,"Pottawatomie",1994,6
63,"Pottawatomie",1995,29
63,"Pottawatomie",1996,16
63,"Pottawatomie",1997,30
63,"Pottawatomie",1998,53
63,"Pottawatomie",1999,80
63,"Pottawatomie",2000,95
63,"Pottawatomie",2001,70
63,"Pottawatomie",2002,102
63,"Pottawatomie",2003,204
63,"Pottawatomie",2004,124
63,"Pottawatomie",2005,139
63,"Pottawatomie",2006,366
63,"Pottawatomie",2007,297
63,"Pottawatomie",2008,372
63,"Pottawatomie",2009,385
63,"Pottawatomie",2010,253
63,"Pottawatomie",2011,150
64,"Pushmataha",1983,1
64,"Pushmataha",1989,1
64,"Pushmataha",1991,1
64,"Pushmataha",1992,1
64,"Pushmataha",1993,3
64,"Pushmataha",1994,1
64,"Pushmataha",1995,1
64,"Pushmataha",1997,7
64,"Pushmataha",1998,27
64,"Pushmataha",1999,49
64,"Pushmataha",2000,25
64,"Pushmataha",2001,36
64,"Pushmataha",2002,46
64,"Pushmataha",2003,23
64,"Pushmataha",2004,65
64,"Pushmataha",2005,95
64,"Pushmataha",2006,88
64,"Pushmataha",2007,322
64,"Pushmataha",2008,215
64,"Pushmataha",2009,178
64,"Pushmataha",2010,87
64,"Pushmataha",2011,71
65,"Roger Mills",2001,5
65,"Roger Mills",2002,9
65,"Roger Mills",2003,7
65,"Roger Mills",2004,4
65,"Roger Mills",2005,11
65,"Roger Mills",2006,17
65,"Roger Mills",2007,3
65,"Roger Mills",2008,10
65,"Roger Mills",2009,22
65,"Roger Mills",2010,10
65,"Roger Mills",2011,3
66,"Rogers",1973,1
66,"Rogers",1990,2
66,"Rogers",1992,3
66,"Rogers",1993,4
66,"Rogers",1994,6
66,"Rogers",1995,10
66,"Rogers",1996,21
66,"Rogers",1997,40
66,"Rogers",1998,33
66,"Rogers",1999,53
66,"Rogers",2000,61
66,"Rogers",2001,60
66,"Rogers",2002,74
66,"Rogers",2003,101
66,"Rogers",2004,166
66,"Rogers",2005,190
66,"Rogers",2006,329
66,"Rogers",2007,504
66,"Rogers",2008,299
66,"Rogers",2009,119
66,"Rogers",2010,142
66,"Rogers",2011,82
67,"Seminole",1979,2
67,"Seminole",1990,4
67,"Seminole",1991,2
67,"Seminole",1993,2
67,"Seminole",1994,3
67,"Seminole",1996,28
67,"Seminole",1997,7
67,"Seminole",1998,41
67,"Seminole",1999,13
67,"Seminole",2000,52
67,"Seminole",2001,66
67,"Seminole",2002,61
67,"Seminole",2003,55
67,"Seminole",2004,72
67,"Seminole",2005,154
67,"Seminole",2006,129
67,"Seminole",2007,237
67,"Seminole",2008,156
67,"Seminole",2009,66
67,"Seminole",2010,118
67,"Seminole",2011,76
68,"Sequoyah",1975,3
68,"Sequoyah",1976,3
68,"Sequoyah",1993,1
68,"Sequoyah",1995,2
68,"Sequoyah",1996,5
68,"Sequoyah",1997,17
68,"Sequoyah",1998,18
68,"Sequoyah",1999,27
68,"Sequoyah",2000,39
68,"Sequoyah",2001,39
68,"Sequoyah",2002,80
68,"Sequoyah",2003,91
68,"Sequoyah",2004,72
68,"Sequoyah",2005,120
68,"Sequoyah",2006,205
68,"Sequoyah",2007,226
68,"Sequoyah",2008,255
68,"Sequoyah",2009,257
68,"Sequoyah",2010,298
68,"Sequoyah",2011,192
69,"Stephens",1982,1
69,"Stephens",1997,3
69,"Stephens",1998,2
69,"Stephens",1999,19
69,"Stephens",2000,9
69,"Stephens",2001,25
69,"Stephens",2002,33
69,"Stephens",2003,33
69,"Stephens",2004,73
69,"Stephens",2005,74
69,"Stephens",2006,80
69,"Stephens",2007,158
69,"Stephens",2008,156
69,"Stephens",2009,94
69,"Stephens",2010,104
69,"Stephens",2011,89
70,"Texas",1992,3
70,"Texas",1993,1
70,"Texas",1994,3
70,"Texas",1995,1
70,"Texas",1997,5
70,"Texas",1999,7
70,"Texas",2000,32
70,"Texas",2001,7
70,"Texas",2002,13
70,"Texas",2003,21
70,"Texas",2004,31
70,"Texas",2005,17
70,"Texas",2006,39
70,"Texas",2007,32
70,"Texas",2008,19
70,"Texas",2009,29
70,"Texas",2010,14
70,"Texas",2011,19
71,"Tillman",2002,4
71,"Tillman",2003,8
71,"Tillman",2004,1
71,"Tillman",2005,15
71,"Tillman",2006,83
71,"Tillman",2007,87
71,"Tillman",2008,37
71,"Tillman",2009,25
71,"Tillman",2010,19
71,"Tillman",2011,11
72,"Tulsa",1979,1
72,"Tulsa",1983,4
72,"Tulsa",1985,1
72,"Tulsa",1986,4
72,"Tulsa",1987,3
72,"Tulsa",1988,5
72,"Tulsa",1989,2
72,"Tulsa",1990,6
72,"Tulsa",1991,12
72,"Tulsa",1992,16
72,"Tulsa",1993,24
72,"Tulsa",1994,41
72,"Tulsa",1995,89
72,"Tulsa",1996,139
72,"Tulsa",1997,127
72,"Tulsa",1998,207
72,"Tulsa",1999,261
72,"Tulsa",2000,271
72,"Tulsa",2001,357
72,"Tulsa",2002,477
72,"Tulsa",2003,521
72,"Tulsa",2004,704
72,"Tulsa",2005,1129
72,"Tulsa",2006,1774
72,"Tulsa",2007,2216
72,"Tulsa",2008,2159
72,"Tulsa",2009,1931
72,"Tulsa",2010,1517
72,"Tulsa",2011,1095
73,"Wagoner",1981,2
73,"Wagoner",1983,1
73,"Wagoner",1990,2
73,"Wagoner",1991,2
73,"Wagoner",1992,1
73,"Wagoner",1993,2
73,"Wagoner",1994,3
73,"Wagoner",1995,8
73,"Wagoner",1996,9
73,"Wagoner",1997,16
73,"Wagoner",1998,24
73,"Wagoner",1999,33
73,"Wagoner",2000,45
73,"Wagoner",2001,69
73,"Wagoner",2002,50
73,"Wagoner",2003,56
73,"Wagoner",2004,87
73,"Wagoner",2005,122
73,"Wagoner",2006,182
73,"Wagoner",2007,275
73,"Wagoner",2008,217
73,"Wagoner",2009,188
73,"Wagoner",2010,218
73,"Wagoner",2011,141
74,"Washington",1980,1
74,"Washington",1987,1
74,"Washington",1991,1
74,"Washington",1992,1
74,"Washington",1993,3
74,"Washington",1994,8
74,"Washington",1995,19
74,"Washington",1996,17
74,"Washington",1997,31
74,"Washington",1998,24
74,"Washington",1999,29
74,"Washington",2000,14
74,"Washington",2001,18
74,"Washington",2002,90
74,"Washington",2003,120
74,"Washington",2004,143
74,"Washington",2005,203
74,"Washington",2006,188
74,"Washington",2007,246
74,"Washington",2008,406
74,"Washington",2009,413
74,"Washington",2010,313
74,"Washington",2011,281
75,"Washita",1984,2
75,"Washita",1990,1
75,"Washita",1992,2
75,"Washita",1993,3
75,"Washita",1997,1
75,"Washita",1998,1
75,"Washita",2000,5
75,"Washita",2002,12
75,"Washita",2003,22
75,"Washita",2004,13
75,"Washita",2005,25
75,"Washita",2006,36
75,"Washita",2007,19
75,"Washita",2008,28
75,"Washita",2009,30
75,"Washita",2010,13
75,"Washita",2011,11
76,"Woods",1979,4
76,"Woods",1980,2
76,"Woods",1982,3
76,"Woods",1985,14
76,"Woods",1986,11
76,"Woods",1990,2
76,"Woods",1992,5
76,"Woods",1993,4
76,"Woods",1994,5
76,"Woods",1995,4
76,"Woods",1997,10
76,"Woods",1998,12
76,"Woods",1999,6
76,"Woods",2000,12
76,"Woods",2001,59
76,"Woods",2002,39
76,"Woods",2003,95
76,"Woods",2004,64
76,"Woods",2005,188
76,"Woods",2006,85
76,"Woods",2007,191
76,"Woods",2008,213
76,"Woods",2009,149
76,"Woods",2010,112
76,"Woods",2011,62
77,"Woodward",1992,3
77,"Woodward",1993,5
77,"Woodward",1994,1
77,"Woodward",1995,6
77,"Woodward",1996,7
77,"Woodward",1997,1
77,"Woodward",1998,25
77,"Woodward",1999,18
77,"Woodward",2000,29
77,"Woodward",2001,8
77,"Woodward",2002,20
77,"Woodward",2003,7
77,"Woodward",2004,67
77,"Woodward",2005,144
77,"Woodward",2006,131
77,"Woodward",2007,191
77,"Woodward",2008,229
77,"Woodward",2009,163
77,"Woodward",2010,129
77,"Woodward",2011,132
NA,NA,1976,1
NA,NA,1981,1
NA,NA,1991,1
NA,NA,1994,14
NA,NA,1995,13
NA,NA,1996,4
NA,NA,1997,18
NA,NA,1998,23
NA,NA,1999,11
NA,NA,2000,17
NA,NA,2001,20
NA,NA,2002,34
NA,NA,2003,10
NA,NA,2004,22
NA,NA,2005,38
NA,NA,2006,53
NA,NA,2007,102
NA,NA,2008,51
NA,NA,2009,55
NA,NA,2010,47
NA,NA,2011,45
